reviews,Lat,Long,Sentiment_Score,O2_mg/l,O2_%,T_oC,ZICHT_m,INTTNLETRCCN_nKVE/dl,E_COLI_nKVE/dl,CHLFa_ug/l_blauwalg,FG,TG,SQ,DR,RH,Amenities_Score,Normalized_Amenities_Score,review_datetime_utc,Location_Unique,Status,Translated_Review,name
193.0,52.3069241,4.9864444,0.5994,7.255321440200783,72.57282461191792,17.314014733849167,1.0079380005183065,166.79208018006793,343.20631603044296,5.283838130320503,3.4,15.3,2.1,0.0,0.0,5.0,0.36,1717.0,4.0,0.0,444.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,6.7750771872591935,70.19102980007156,18.4,1.0,390.0,440.0,5.365088973204583,8.2,18.6,1.8,0.0,0.0,5.0,0.36,1703.0,4.0,0.0,2286.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7717,5.696195739725201,72.35276850467375,24.722200724142404,1.0124520712894007,166.53542834440626,343.27662819337917,5.284556017623951,2.8,24.7,11.6,0.0,0.0,5.0,0.36,1693.0,4.0,0.0,326.0,Gaasperplas
193.0,52.3069241,4.9864444,0.5859,6.557270409434899,73.19299757084903,22.5,1.0,20.0,670.0,5.499290110082992,3.5,18.8,9.1,0.0,0.0,5.0,0.36,1678.0,4.0,0.0,1594.0,Gaasperplas
193.0,52.3069241,4.9864444,0.5719,7.117287637211794,72.46151411836736,18.0,1.0,60.0,350.0,2.0,7.5,16.0,8.1,1.2,1.9,5.0,0.36,1663.0,4.0,0.0,1299.0,Gaasperplas
193.0,52.3069241,4.9864444,0.8176,6.31571960421695,70.53900685337831,18.300871453429636,0.9624380722508171,167.2835556563699,343.52166590264426,5.284506134884344,7.8,18.0,0.6,7.3,16.8,5.0,0.36,1660.0,4.0,0.0,21.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6249,4.4,48.0,18.7,0.5,167.20640996547132,343.7593738239303,5.2867321595207875,4.9,19.5,1.6,0.0,-0.1,5.0,0.36,1657.0,4.0,0.0,1122.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,6.844966180029602,71.90550407399508,18.723727687662233,1.003520970162715,166.63211134108175,343.1842681121371,5.284056211446045,3.0,18.0,8.9,0.0,-0.1,5.0,0.36,1648.0,4.0,0.0,2673.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7269,6.793828391283209,72.59929832155646,17.57152960195087,0.9979351581132151,167.03485702276214,343.340121123076,5.284048717949972,6.7,17.5,0.4,6.2,5.5,5.0,0.36,1631.0,4.0,0.0,2366.0,Gaasperplas
193.0,52.3069241,4.9864444,0.802,6.248937978649021,72.75379851281684,22.05461611127978,1.0108058889307112,166.4703601508938,343.17876416347565,5.2842469496230935,2.8,21.5,14.9,0.0,0.0,5.0,0.36,1624.0,4.0,0.0,1144.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,7.157766901526456,71.75455564450309,17.177072455241802,0.9987999384615035,166.6485536984477,343.1566591820746,5.28392086488458,4.3,16.3,8.8,0.0,0.0,5.0,0.36,1596.0,4.0,0.0,2317.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7425,9.391270122096767,74.94456798374992,5.510725582855166,1.0069786960538876,167.032831658266,343.0109922798737,5.2826098757543605,4.2,2.2,0.5,6.4,3.4,5.0,0.36,1551.0,4.0,0.0,2008.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7269,6.3,58.0,10.7,0.6,167.11879472227648,343.42061982640473,5.285016720935667,7.0,12.5,2.3,0.7,3.1,5.0,0.36,1486.0,4.0,0.0,273.0,Gaasperplas
193.0,52.3069241,4.9864444,0.9359,9.0,89.0,15.3,4.5,166.2984262420894,342.60627367630605,0.8,6.3,13.3,10.1,0.0,0.0,5.0,0.36,1462.0,4.0,0.0,442.0,Gaasperplas
193.0,52.3069241,4.9864444,0.8172,6.642870195978222,72.39907887804966,18.944714308796627,0.9970779333758607,166.8462522041911,343.2893699369626,5.284136372198616,4.2,18.0,6.4,3.2,5.7,5.0,0.36,1440.0,4.0,0.0,1705.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6588,6.977565229048336,72.5943445587533,18.63557047823799,1.008732157682141,166.72040530941598,343.2067504504306,5.283956406683312,3.3,17.0,4.9,0.0,0.0,5.0,0.36,1430.0,4.0,0.0,1258.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6369,9.1,109.0,24.2,3.3,166.07672297259091,342.4549014924696,0.9,2.8,22.2,4.2,0.8,1.3,5.0,0.36,1419.0,4.0,0.0,3249.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,7.193397582034766,71.88904805326156,16.98295662715196,0.9991483815163525,166.60191621610005,343.13007618745604,5.283884500884255,4.0,16.1,10.8,0.0,0.0,5.0,0.36,1379.0,4.0,0.0,3321.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7906,6.98515448077019,72.74437472951143,18.51244398522767,1.0051303713537103,166.52673215165345,343.1181159007419,5.283904379678664,4.3,17.3,13.4,0.0,0.0,5.0,0.36,1378.0,4.0,0.0,1584.0,Gaasperplas
193.0,52.3069241,4.9864444,0.5859,7.0,77.0,20.0,0.3,166.45219776249155,343.0647539594445,5.283597931907535,1.9,18.9,12.8,0.0,0.0,5.0,0.36,1364.0,4.0,0.0,1695.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6361,7.603845986007059,72.21466448750344,15.256943878128947,0.9947749826822057,166.65245090579202,343.1042760443713,5.283667013235964,7.2,13.9,9.8,0.5,0.4,5.0,0.36,1350.0,4.0,0.0,2452.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7506,7.5896781114073715,72.04290876270511,15.519420952553578,0.9945802319056063,166.7413144689201,343.1496926499341,5.283705668887579,8.0,14.0,5.7,0.3,0.2,5.0,0.36,1348.0,4.0,0.0,394.0,Gaasperplas
193.0,52.3069241,4.9864444,0.4215,7.600139307235774,71.64651829938003,15.222113875301236,0.991656631439976,166.74659375204834,343.15227906626416,5.283732211794046,8.0,14.0,5.7,0.3,0.2,5.0,0.36,1348.0,4.0,0.0,3245.0,Gaasperplas
193.0,52.3069241,4.9864444,0.4215,7.602266650359559,72.59066465199182,15.531230252268195,1.0060833242414662,166.783296343007,343.1601867618969,5.2836679612028234,3.3,13.3,2.8,0.0,-0.1,5.0,0.36,1314.0,4.0,0.0,167.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,8.42781032016225,72.6351999655027,11.121007962322626,0.9979122934660638,166.6231778976008,342.9875805612126,5.283237454628088,3.5,8.7,10.9,0.0,0.0,5.0,0.36,1296.0,4.0,0.0,2210.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,11.9,94.0,5.9,4.0,166.30897191386558,342.3378174911175,0.5,8.1,6.4,6.9,0.2,0.2,5.0,0.36,1272.0,4.0,0.0,2317.0,Gaasperplas
193.0,52.3069241,4.9864444,0.4588,8.461755483686062,71.58059146239495,8.191076146149612,0.9639394578548981,167.22053286400595,343.2264257293305,5.2833527177753385,12.3,7.4,1.0,8.2,10.6,5.0,0.36,1271.0,4.0,0.0,266.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,8.292945650288267,73.25790404744714,10.601841351817974,1.0034590656094595,166.98662527973465,343.13605413004166,5.283268681090726,4.7,9.2,0.0,5.2,1.9,5.0,0.36,1251.0,4.0,0.0,2480.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7783,7.161808813180279,72.2382040087884,17.057538767969813,0.9971513868939147,166.863326946062,343.2450721157918,5.283910585468499,5.8,15.6,3.1,1.8,3.0,5.0,0.36,1209.0,4.0,0.0,1774.0,Gaasperplas
193.0,52.3069241,4.9864444,-0.2057,7.193630575117613,71.51271380994932,16.91713335069804,0.9984544848220729,166.72268692921006,343.1867026275893,5.283936359794337,4.0,16.0,5.7,0.0,0.0,5.0,0.36,1201.0,4.0,0.0,3052.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7717,7.178757942375223,72.54709772453737,17.709223349976064,1.0060383578647052,166.76136054631885,343.20261777310293,5.2838702244584335,4.5,15.9,3.6,0.1,0.1,5.0,0.36,1180.0,4.0,0.0,2642.0,Gaasperplas
193.0,52.3069241,4.9864444,0.25,6.818028906490848,72.17340040367809,18.97317548576825,1.004044220934516,166.57349063095535,343.16023171680854,5.284037664979018,3.3,18.2,11.4,0.0,0.0,5.0,0.36,1147.0,4.0,0.0,3219.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7564,6.761440796201381,72.81054434477481,19.687413332679096,1.010641298486506,166.62237940509524,343.1863893739061,5.284025030561863,2.8,18.3,8.8,0.0,0.0,5.0,0.36,1144.0,4.0,0.0,2344.0,Gaasperplas
193.0,52.3069241,4.9864444,0.8553,8.099225366400765,72.72942230049091,12.985927519424127,0.9967905987222614,166.7965667481797,343.10561047515466,5.283414584320859,6.5,10.5,4.8,0.9,1.3,5.0,0.36,1099.0,4.0,0.0,2777.0,Gaasperplas
193.0,52.3069241,4.9864444,0.4215,8.634464744152103,73.00443264506976,10.384587049524807,0.9986008117803479,166.68696397702058,342.99076367816264,5.283120310670236,4.4,7.4,8.6,0.2,0.3,5.0,0.36,1080.0,4.0,0.0,1936.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7016,8.80392924523884,72.50804098053328,9.782412580695663,0.9908616361593204,166.75118345690464,343.0084281476334,5.283090395989019,8.3,6.9,6.0,0.0,-0.1,5.0,0.36,1057.0,4.0,0.0,114.0,Gaasperplas
193.0,52.3069241,4.9864444,0.8225,12.0,98.0,6.4,3.0,166.17665915865166,342.23213051895914,0.5,3.3,5.6,9.2,0.0,-0.1,5.0,0.36,1038.0,4.0,0.0,827.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6908,8.6,68.0,4.9,0.3,167.3068836847998,343.27539555660826,5.2837109558619195,5.0,8.2,0.0,7.4,13.2,5.0,0.36,1021.0,4.0,0.0,1880.0,Gaasperplas
193.0,52.3069241,4.9864444,0.3182,9.527973679448333,73.65437549132048,6.3678567228122915,1.0050662100280898,166.88620586159814,342.9694802604705,5.282679849811215,2.0,1.6,0.0,0.0,0.0,5.0,0.36,1018.0,4.0,0.0,968.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,8.470644524805694,71.49477027583896,7.603196490983375,0.962029091089974,167.29086314138806,343.2558313026294,5.283391723179717,5.3,5.3,1.3,7.5,15.6,5.0,0.36,1005.0,4.0,0.0,2903.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,10.1,91.0,11.1,1.0,50.0,310.0,0.5,6.6,8.4,3.1,2.0,2.6,5.0,0.36,990.0,4.0,0.0,2326.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7717,8.069015623471508,72.79726907881209,12.830531952872203,0.9986579226535858,166.92318928199995,343.1587168009282,5.283433744968789,6.7,10.6,0.4,2.2,1.6,5.0,0.36,988.0,4.0,0.0,372.0,Gaasperplas
193.0,52.3069241,4.9864444,0.8126,8.213870733969358,73.23197114328522,12.882306001841563,1.0061333112429722,166.78602020581488,343.0864489989462,5.283324936380619,4.0,9.7,3.1,0.0,-0.1,5.0,0.36,977.0,4.0,0.0,1574.0,Gaasperplas
193.0,52.3069241,4.9864444,0.5859,7.255987144381901,70.54762162787493,13.309209103862194,0.952904832070929,167.33828639642195,343.4319166836706,5.284065463300225,7.6,12.0,1.4,7.7,18.9,5.0,0.36,973.0,4.0,0.0,1720.0,Gaasperplas
193.0,52.3069241,4.9864444,0.7964,7.446817962439184,72.6254881558591,16.303059404192023,1.000594762623757,166.58824040913584,343.0931576985765,5.283703242359051,5.7,14.7,11.4,0.0,0.0,5.0,0.36,959.0,4.0,0.0,1713.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,7.6,85.0,21.0,1.0,15.0,30.0,0.5,8.4,15.9,2.9,0.3,0.2,5.0,0.36,888.0,4.0,0.0,244.0,Gaasperplas
193.0,52.3069241,4.9864444,0.4215,8.20197966421524,73.84871562512612,14.2,1.0,30.0,20.0,5.051359012935057,4.8,7.8,6.8,0.5,0.2,5.0,0.36,854.0,4.0,0.0,1793.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6361,8.511783902955187,72.84442320529239,11.185171876128777,0.9975696379882281,166.71473059051135,343.0220676173376,5.283198321204578,5.8,8.3,7.0,0.0,0.0,5.0,0.36,844.0,4.0,0.0,1754.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,8.08339826627495,69.90732225402797,10.99435314433764,0.9574048374160999,167.13581664620168,343.2732496180472,5.283717049771192,8.2,8.8,0.8,2.3,10.9,5.0,0.36,838.0,4.0,0.0,165.0,Gaasperplas
193.0,52.3069241,4.9864444,0.4754,9.096864433790646,73.47629725725312,7.763704972435949,0.9974390651076397,166.7677977684932,342.96093681526673,5.282861683053249,4.8,4.5,7.5,1.8,1.4,5.0,0.36,834.0,4.0,0.0,2980.0,Gaasperplas
193.0,52.3069241,4.9864444,0.5994,8.248386694887085,71.59555774420015,12.310484171767857,0.9869200577741783,166.87334862979154,343.13611026397393,5.283449371858348,10.1,10.3,0.9,0.2,0.1,5.0,0.36,824.0,4.0,0.0,637.0,Gaasperplas
193.0,52.3069241,4.9864444,0.8481,9.155444819208807,73.73057928826543,8.301695127254249,1.0012477838413283,166.69214302246783,342.9291475170074,5.282816203879518,4.6,4.3,8.2,0.0,0.0,5.0,0.36,820.0,4.0,0.0,1503.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,8.260463383404447,72.26081934495579,9.953815521014036,0.9853200795329738,167.1022260158431,343.1963775109266,5.283384530372345,7.0,8.8,0.0,6.2,6.2,5.0,0.36,819.0,4.0,0.0,2162.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,8.878580692912298,72.98809207345087,9.221133440371897,1.004146001245583,166.86753336772978,343.04130956878294,5.283039936938413,1.8,5.5,0.4,0.0,0.0,5.0,0.36,813.0,4.0,0.0,1557.0,Gaasperplas
193.0,52.3069241,4.9864444,0.9186,8.56207829013206,74.02060485494852,9.764920767180694,1.0033248678916367,167.0078169133177,343.11167665974085,5.283081934668225,6.9,7.6,0.0,5.6,2.6,5.0,0.36,798.0,4.0,0.0,1008.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,7.960317853884602,72.62691915129562,10.606154787652862,0.9868453300518301,167.1656736102978,343.2432197277752,5.283486757292602,6.9,10.3,0.2,8.9,8.0,5.0,0.36,780.0,4.0,0.0,2274.0,Gaasperplas
193.0,52.3069241,4.9864444,0.0,9.11864071538086,72.4077941265985,7.972991862599721,0.9947870892769457,166.89476763580706,343.03158035130707,5.282974413288284,4.9,4.5,0.0,0.0,0.0,5.0,0.36,774.0,4.0,0.0,2128.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6249,8.00242133037878,73.45980063085952,12.25676001227555,1.0015211934080506,166.97182508346572,343.1682833129509,5.283405129975945,3.8,10.1,2.0,4.6,4.6,5.0,0.36,764.0,4.0,0.0,1103.0,Gaasperplas
193.0,52.3069241,4.9864444,0.6124,8.187881724295499,72.97218334057335,12.587425262220439,1.00219018721699,166.7839100275418,343.08578953005394,5.283348978409405,4.9,10.0,4.3,0.8,0.3,5.0,0.36,759.0,4.0,0.0,2250.0,Gaasperplas
193.0,52.3069241,4.9864444,0.4215,7.9778697383477235,72.96652415928199,13.748505661604401,1.0070506303828441,166.76280142994153,343.1031251055645,5.2834544832376755,2.6,11.0,3.9,0.0,-0.1,5.0,0.36,755.0,4.0,0.0,1873.0,Gaasperplas
193.0,52.3069241,4.9864444,0.8834,4.2,41.0,12.9,0.5,167.3849067386063,343.7894376687179,5.28694850502727,4.5,10.8,6.3,2.7,3.6,5.0,0.36,738.0,4.0,0.0,329.0,Gaasperplas
